hw1;hw2;tw;bf1;tf1;bf2;tf2;psi;L;y
1000;286;5.62;250;6.18;500;32.63;-1;14000;1438.939283
700;350;12.6;350;28;700;12.6;0;11200;2837.956502
500;500;1.86;250;18.16;375;28.62;0.25;8000;1373.425177
300;150;1;75;6;300;12.95;-0.25;5400;124.2767618
200;500;9;250;12.63;125;9;-0.75;8000;308.2683922
500;1000;3.71;1000;80;1000;32.11;0;32000;37522.64973
600;600;6.97;600;10.42;300;20.68;0;15600;1998.585027
700;233;28;525;28;350;28;-1;8400;9236.144432
700;200;12.6;350;20.26;700;53.42;-0.75;14000;10012.04754
300;75;1.11;150;8.68;150;3.71;-0.25;9600;50.3258943
400;267;1.67;300;10.74;100;2.47;0.25;14400;154.107361
900;360;7.71;225;7.71;450;24.39;-1;34200;391.1705218
300;200;1;75;4.07;225;14.68;-0.5;11400;80.54403271
400;800;32;200;32;800;37.47;-0.75;12800;8476.496156
1000;1000;6.79;1000;54.21;500;19.74;-1;34000;10142.86056
150;600;4.08;600;14.84;450;19.42;0.25;24000;862.110377
900;600;3;225;5.57;225;8.88;0.25;1800;3992.834056
300;120;1;300;16.26;150;10.34;-1;10800;408.7319315
600;900;16.2;225;16.2;450;29.37;0.5;19800;651.4264245
1000;400;3.71;500;25.26;500;5;-1;20000;1526.730511
300;120;1.44;75;3.24;150;10.34;-0.75;11400;22.37180051
800;267;9.29;600;9.29;600;34.74;-1;17600;5246.253734
257;900;36;450;36;900;45.47;0.5;25200;6768.539017
800;200;3.84;800;58.11;400;18.74;0.25;32000;9787.772347
600;200;2;600;43.58;150;10.89;0.5;9600;11852.92256
600;171;2.51;150;2.51;450;29.37;1;12000;607.0348627
114;400;16;400;16;300;19.58;-0.25;4800;3856.435043
600;900;7.71;225;7.71;675;19.18;-0.25;18000;526.0479182
300;120;5.4;75;5.4;75;5.4;-0.75;5400;21.52385958
900;300;3.77;450;22.74;675;51.51;0;34200;3613.499183
171;600;4.08;450;36;300;4.11;-0.75;24000;1869.758997
500;143;4.29;125;9.54;250;15.39;-0.25;11000;129.456405
225;900;4.32;225;8.88;225;5.57;-0.5;30600;40.24404678
400;1000;18;750;46.18;750;51.71;-1;8000;113231.1442
500;200;2.81;500;34.47;375;9.28;-0.75;12000;6015.494455
229;800;2.97;200;16;400;20.21;0.5;9600;505.246034
667;1000;6.79;250;6.79;500;10.53;-0.75;12000;459.4614403
300;150;1;225;16.34;300;17.37;-1;8400;913.1314417
133;400;7.2;100;7.2;400;12.84;0.25;3200;428.6671427
700;280;12.6;525;36.2;175;12.71;0.5;2800;60254.154
1000;333;4.19;250;16.32;500;32.63;-0.25;34000;739.820533
300;900;7.71;900;48.79;450;26.05;0;25200;13480.67116
400;267;1.67;300;11.84;300;9.63;0;14400;266.5414534
900;360;36;225;36;675;36;-1;21600;4496.563196
133;400;2.72;200;12.32;200;14.53;0;7200;284.9312873
175;700;2.6;700;25.05;350;6.08;-0.5;8400;6350.984636
360;900;6.11;675;19.18;450;27.71;0;34200;1607.253754
100;300;2.57;75;4.89;150;8.13;-0.25;9600;18.89103841
667;1000;5.62;750;7.5;750;32.37;-0.25;18000;4907.438941
300;600;4.08;300;4.08;150;7.03;-1;24000;35.39862229
333;1000;8.57;750;54.47;250;8.57;0.75;12000;20502.97071
600;600;6.97;150;9.24;450;7.82;0.75;2400;752.5089903
350;700;2.93;525;26.53;700;9.58;0;16800;3127.895107
400;133;1.67;100;5.42;400;27.58;-0.5;8800;886.3479861
333;500;5.81;500;14.21;125;5.81;-0.5;14000;655.128457
300;75;1.44;300;18.47;225;13.03;0;11400;590.6502394
700;350;2.33;350;12.53;350;24.13;-0.75;23800;748.937273
100;400;1.33;200;8.63;300;17.37;0.25;12000;228.4891964
171;600;2;450;12.79;450;12.79;0.5;8400;1526.850451
360;900;10.45;225;12.2;225;16.34;0.75;14400;162.4408959
600;400;10.8;150;11.45;150;10.8;0.75;21600;34.25781844
300;86;3.48;150;6.47;225;17.17;-0.5;5400;322.0667396
400;200;1.92;200;3.47;100;2.11;0.5;9600;21.04755229
200;600;2;600;17.05;450;31.03;-0.25;15600;3353.04238
233;700;8.13;350;28;350;26.71;0.5;4200;7966.575686
300;300;1.11;75;5.17;225;18;0.5;6600;121.1111732
500;500;2.4;250;15.39;125;5.86;-0.25;15000;270.3530979
100;300;1;300;9.63;225;10.54;-0.5;6600;494.5821028
600;600;5.14;450;36;150;10.89;0.75;10800;3946.037735
114;400;1.33;300;16.26;200;7.16;0.5;9600;371.4567418
250;500;3.4;375;5.13;375;16.18;1;17000;159.4852105
350;700;28;175;28;350;28;-1;25200;1097.375878
1000;667;5.62;750;40.66;250;20;-0.75;4000;28531.95269
200;800;2.97;800;64;600;19.26;1;19200;13850.384
900;300;4.32;900;58.74;675;26.64;-0.25;10800;116254.9213
400;114;7.2;400;7.2;200;7.2;-0.25;13600;359.2204164
600;171;2.88;300;15.16;150;2.88;-0.5;13200;547.301211
280;700;2.6;700;56;700;37.95;0;18200;18268.24029
600;200;2.23;300;16.26;150;8.68;0.25;22800;180.1022376
1000;250;6.79;250;6.79;500;16.05;0.75;22000;157.7141255
900;360;6.11;450;21.08;900;32.21;-1;23400;4708.844215
114;400;2.72;400;21.68;400;29.05;-0.75;12000;3286.635519
400;600;3.38;450;31.03;450;36;-0.75;8400;13922.69656
133;400;16;100;16;400;27.58;-0.75;4000;3891.233711
400;100;2.25;300;24;100;8;-1;16000;595.1847261
1000;667;8.57;500;38.16;1000;61.58;-0.75;32000;14299.11006
900;450;7.71;675;26.64;450;14.45;0.25;25200;3193.240001
600;300;10.8;600;36.95;150;10.8;0;15600;6810.320512
250;500;2.4;500;21.58;250;11.71;0.25;8000;3917.057108
300;120;2.57;225;17.17;225;11.37;0.5;9000;272.164117
400;1000;4.8;500;38.16;250;9.87;0.75;30000;1334.641494
400;800;14.4;600;14.4;200;16;0.25;30400;678.5562169
120;300;1.26;150;6.47;225;5.57;0.75;5400;46.63563323
200;400;3.43;100;6.53;300;8.53;-0.25;5600;83.72450179
900;900;7.71;225;8.88;900;32.21;-0.5;19800;2000.844834
400;267;1.48;400;20.21;200;7.89;0.5;9600;1320.881054
200;400;3.43;300;18.47;200;4.95;-0.75;9600;552.5567337
700;700;8.13;175;10.13;175;8.13;-0.5;28000;54.78477128
800;320;6.86;200;8.63;600;32.53;-0.75;1600;14975.10483
400;600;3.38;300;12.95;300;12.95;0;20400;230.2908744
600;240;2;600;8.21;300;24;0.5;6000;4607.741456
1000;333;40;250;40;1000;65.26;0.75;22000;11098.2233
700;200;28;700;28;525;36.2;-0.25;12600;18348.20886
700;467;12.6;175;12.6;700;25.05;1;26600;515.2815779
200;300;1.69;300;5.21;300;19.58;1;4800;505.489334
86;300;1.26;225;4.74;300;10.74;0;5400;257.1140563
250;500;2.4;250;13.55;375;27.24;0.25;8000;1135.713937
400;160;16;300;16;400;29.05;-0.5;12800;1800.955588
700;233;6;175;6;175;11.42;0.75;15400;33.68025724
900;450;4.32;900;38.84;675;46.54;1;9000;43366.16242
300;100;3.48;150;10.34;75;4.62;0.5;7800;45.90232969
400;100;1.92;100;5.42;400;17.26;-1;12000;263.6087595
300;300;12;150;12;150;12;0.5;9000;100.8215107
175;700;6;175;12.71;525;30.39;0.5;25200;742.7401915
267;400;1.48;400;30.53;300;18.47;0;8800;3877.041973
800;533;9.29;200;9.29;800;55.16;-0.5;6400;11931.7392
100;400;7.2;300;16.26;200;14.53;-1;8800;644.2560671
500;200;3.4;500;19.74;500;38.16;-0.5;5000;24858.68669
300;600;3.38;150;4.26;600;19.26;1;15600;287.066874
500;167;20;500;20;250;20;0;20000;1434.208824
1000;1000;40;750;51.71;750;40;-1;24000;27678.45844
200;500;20;250;20;125;20;0.5;5000;1317.280838
500;250;5.81;125;5.86;375;13.42;0;17000;94.62316559
500;500;3.4;125;5.39;250;13.55;-0.75;8000;132.4133769
400;1000;18;750;18;250;18;1;22000;1947.192561
1000;500;18;250;20;750;40.66;-0.25;40000;2069.807047
100;400;16;400;16;200;16;0.25;10400;802.5560398
900;900;7.71;225;17.17;450;21.08;0.5;14400;442.9379183
700;467;6;175;8.84;700;35.37;0.75;21000;1342.790147
300;600;5.14;450;12.79;450;27.71;-0.5;21600;1411.435815
250;500;1.67;500;10.53;500;19.74;-0.25;16000;1238.984334
467;700;6;175;10.13;175;12.71;1;25200;26.52042313
900;900;5.06;675;29.13;900;65.37;-0.5;34200;14161.18557
167;500;2.4;250;6.18;375;9.28;0.5;8000;180.0395715
700;700;28;700;32.79;525;32.33;0;14000;16142.39419
1000;400;11.61;1000;39.47;250;11.61;0.25;28000;11236.00119
400;1000;4.8;500;30.79;500;25.26;-0.5;6000;28629.73127
800;800;6.86;400;20.21;200;15.26;0;17600;1243.64454
1000;500;6.79;250;8.95;500;6.79;1;4000;1188.106478
229;800;14.4;600;41.37;400;21.68;-0.25;25600;4632.436087
450;900;3.77;675;19.18;675;24.16;-0.5;21600;4725.343577
900;257;3.77;450;22.74;225;9.71;-1;9000;1658.572004
500;143;1.67;125;8.16;250;7.11;0;4000;155.0283398
86;300;5.4;150;5.4;150;10.89;-1;3000;285.7074013
500;333;2.09;125;5.86;250;8.03;1;14000;15.67051331
500;250;9;375;10.66;500;28.95;-1;8000;4771.005535
900;257;10.45;675;11.72;450;11.13;-0.25;32400;1181.169403
300;100;3.48;75;4.07;300;22.89;-0.25;7200;471.447239
400;200;1.48;100;8;200;4.95;-0.5;6400;48.00022224
900;900;36;900;36;225;36;-0.25;3600;274904.8628
800;800;6.86;400;24.63;400;6.86;-0.5;8000;7663.393849
300;600;10.8;450;10.8;450;10.8;0.75;14400;528.3406729
100;400;1.92;100;1.92;300;17.37;0.75;10400;142.6391248
400;267;7.2;400;7.2;300;17.37;0.5;5600;1342.449397
533;800;6.86;200;6.86;200;10.11;0.5;24000;33.68359425
800;267;9.29;800;10.95;400;17.26;0.75;24000;1124.720958
300;200;1.69;75;4.89;225;16.34;0.5;10200;80.08005912
300;600;2.23;150;9.24;450;32.68;-0.25;14400;1355.231732
200;800;6.86;200;13.05;400;23.16;1;16000;293.3692803
900;600;16.2;675;16.2;225;16.2;-0.75;7200;4519.444968
257;900;10.45;450;34.34;675;16.7;-0.5;19800;4004.969085
600;900;5.06;450;16.11;675;19.18;0;32400;744.5124899
700;700;12.6;350;12.6;700;27.63;-1;12600;3718.385398
800;400;4.5;200;10.11;600;14.84;-0.25;16000;291.9923896
400;114;2.25;300;14.05;400;26.11;-0.25;4000;4822.265939
229;800;2.67;600;36.95;200;7.89;0;22400;3446.916742
400;600;24;450;24;300;24;-0.75;20400;2366.062479
150;600;2.23;300;16.26;450;6.16;-0.5;14400;560.485073
1000;250;5.62;500;19.74;250;17.24;0.5;8000;5387.358472
400;400;1.48;200;2.74;200;10.11;-0.5;14400;46.73242204
300;600;2.88;300;14.05;300;11.84;0.75;18000;177.9225505
225;900;3.34;450;17.76;675;51.51;-1;32400;7048.32665
900;257;16.2;225;18;225;18;0.5;14400;337.5229122
150;600;5.14;150;6.47;450;7.82;0.75;16800;43.28266162
500;167;5.81;500;34.47;375;23.09;0.25;14000;4022.754156
600;300;4.08;450;31.03;300;15.16;-1;13200;2462.335054
500;200;1.67;500;19.74;500;17.89;1;6000;4690.145562
200;600;4.08;450;31.03;300;9.63;0.25;22800;1174.538526
900;900;3;450;22.74;675;41.57;-1;21600;6076.890802
450;900;3.34;450;21.08;900;15.63;1;34200;537.4882634
114;400;3.43;300;8.53;100;7.63;-1;13600;61.91968425
450;900;36;450;36;450;36;-0.75;19800;6695.15337
800;267;14.4;200;14.4;600;41.37;-0.25;12800;2995.008663
167;500;5.81;125;6.32;375;25.86;0.5;13000;487.9334969
120;300;1.11;225;11.37;300;8.53;0;3000;1112.552099
225;900;16.2;225;16.2;225;16.2;-1;23400;305.3171881
900;360;16.2;900;25.58;450;36;-0.25;32400;7526.346503
300;300;1.11;75;1.3;225;5.57;-0.75;5400;13.20231924
500;500;3.4;375;17.57;250;18.16;-1;6000;3162.660438
300;900;6.11;225;7.22;675;21.67;-0.5;23400;928.0554587
1000;400;6.79;750;48.95;1000;10;1;28000;5760.846854
125;500;1.86;250;8.03;125;1.86;-1;13000;33.20483284
700;700;2.33;175;11.42;700;7;0.25;8400;225.5318948
900;450;36;450;36;450;36;-0.75;12600;13881.38462
280;700;12.6;175;12.6;525;24.59;0.75;28000;383.5155348
100;400;3.43;300;22.89;200;13.79;0.25;16000;412.2581267
500;143;1.67;250;6.18;375;20.33;-0.5;11000;546.9751845
600;300;2.88;450;36;450;27.71;0.5;6000;12256.43153
800;800;2.67;600;21.47;600;45.79;1;14400;5037.006729
600;150;2;450;12.79;300;7.42;1;15600;352.657582
120;300;1.69;225;17.17;150;5.92;0;10200;239.5234009
667;1000;5.62;250;5.62;500;19.74;0.5;26000;200.3911281
233;700;2.6;525;36.2;350;9.95;0.25;23800;2133.042471
800;320;3.84;800;22.74;800;64;-0.5;11200;49663.4819
400;100;2.72;200;6.42;400;17.26;1;8000;284.5566016
500;500;1.67;500;40;375;28.62;1;16000;3073.885239
267;400;1.92;400;11.37;400;18.74;0.75;11200;643.0558019
225;900;6.11;900;9;450;34.34;0.5;36000;1212.34411
400;400;1.67;300;12.95;100;6.89;0.75;7200;547.3851053
533;800;9.29;400;12.84;400;21.68;-0.25;3200;19332.9388
800;800;9.29;400;11.37;600;30.32;-1;3200;40249.69988
450;900;3.34;900;68.68;450;29.37;1;9000;76158.85854
171;600;2.23;150;5.37;300;15.16;0.5;22800;66.55242438
800;533;3.84;200;5.68;600;48;0.75;4800;3933.729832
900;900;6.11;225;6.11;225;16.34;0.5;10800;180.264176
175;700;8.13;350;25.42;175;8.13;-0.25;19600;720.6237123
900;900;7.71;450;27.71;900;45.47;-1;19800;10736.47101
1000;400;8.57;1000;24.74;250;8.57;-0.75;18000;5734.693702
300;120;1.26;225;10.54;75;1.3;0.75;7800;98.5467266
700;700;3.36;525;20.72;350;21.55;-0.25;8400;11368.02391
120;300;1.11;225;9.71;75;3.79;0;10800;80.01439109
300;600;2;150;4.26;450;14.45;0.25;16800;138.685996
700;350;4.75;350;15.11;525;30.39;-0.25;22400;1316.930231
300;200;3.48;300;18.47;225;9.71;-0.5;4200;3333.683541
900;257;4.32;225;12.2;675;16.7;-1;36000;298.9020584
600;150;2.51;450;12.79;450;17.76;0.5;14400;837.0461168
800;800;3.84;600;48;800;19.79;0.75;4800;75531.35234
300;75;1.11;225;5.57;75;1.11;-0.25;5400;177.0267894
250;1000;4.8;250;16.32;500;30.79;-1;20000;1898.590587
800;320;4.5;400;29.05;200;4.5;1;8000;2836.502927
800;229;5.43;400;17.26;600;36.95;0.25;27200;1633.980305
300;86;3.48;300;4.11;150;6.47;0.5;10200;56.36855021
1000;500;18;750;48.95;750;60;0.75;40000;7105.238075
900;600;3.34;900;32.21;225;15.51;-1;25200;2888.969626
700;700;3.94;175;3.94;525;30.39;0.25;11200;887.7953575
500;200;4.29;375;18.95;500;23.42;0.5;20000;812.0847096
1000;500;11.61;750;11.61;750;11.61;-0.25;22000;3567.839972
200;400;1.48;200;11.58;100;1.48;-0.75;1600;373.3239542
1000;250;6.79;750;29.61;1000;13.68;-0.5;24000;9715.05642
267;800;3.84;600;21.47;400;11.37;0.25;24000;1344.701142
229;800;9.29;400;9.29;400;14.32;0.5;12800;551.0568244
800;533;32;200;32;400;32;-1;3200;17718.51251
360;900;36;450;36;450;36;-0.25;3600;55932.08113
600;240;2.23;450;12.79;300;12.95;-1;4800;4051.043547
175;700;6;350;26.71;350;17.68;0;18200;1005.399221
400;114;2.72;100;2.72;100;5.42;-0.5;8000;11.7116079
600;240;6.97;450;32.68;300;16.26;0.75;21600;1163.512385
400;600;2.23;150;10.34;150;12;-0.5;7200;192.8418497
75;300;1.11;150;11.45;225;7.22;0.25;4800;157.9303284
1000;1000;11.61;250;11.61;1000;43.16;0.5;18000;3482.548249
300;75;2.04;75;4.62;75;4.89;0;4200;12.43100145
267;800;4.5;400;9.89;200;15.26;-0.5;17600;425.8664102
700;200;3.94;350;7.37;175;8.2;1;15400;110.8411052
400;200;2.72;100;7.26;200;16;0.5;9600;68.06651729
225;900;36;900;36;225;36;-0.25;9000;28377.18829
86;300;1;300;21.79;300;15.16;0.75;4800;1520.263566
700;233;2.6;525;24.59;175;5.62;-1;23800;1043.466577
200;700;2.6;525;38.13;525;36.2;1;28000;2025.961881
600;400;2.88;450;19.42;300;10.74;0.25;12000;1951.09791
600;400;2.88;450;16.11;600;19.26;-0.25;4800;14634.47151
300;86;5.4;225;8.05;300;20.68;0.25;1800;2722.348345
233;700;3.94;175;3.94;350;4.79;0.5;26600;10.8754451
233;700;3.94;350;21.55;350;15.11;-0.5;28000;555.0149361
300;300;3.48;300;7.42;150;7.58;0.5;11400;122.8870781
400;800;9.29;800;64;600;9.29;0.25;9600;58682.6367
120;300;1.69;300;17.37;225;3.91;-1;12000;325.9690576
267;400;7.2;200;16;300;22.89;1;3200;1186.438111
200;300;2.04;225;9.71;150;9.24;1;12000;56.80888537
467;700;2.33;700;32.79;175;10.13;0.5;9800;14288.8814
700;233;6;700;45.68;175;6;0.25;22400;6902.576704
533;800;2.97;200;10.84;600;6;-0.5;14400;185.8625174
700;350;12.6;700;25.05;700;37.95;0.25;5600;46401.87624
1000;333;8.57;1000;50.53;250;9.87;0.25;16000;36946.94354
75;300;1;300;20.68;75;6;0.5;7800;572.0107714
400;100;2.25;400;14.32;400;17.26;0;16000;757.5988321
143;500;3.4;500;21.58;125;6.32;-1;5000;980.4624343
267;800;3.35;200;4.95;800;31.58;-1;28800;3634.434355
200;500;9;125;9.08;375;9;0.75;2000;462.9737868
800;800;6.86;200;10.84;600;28.11;-0.25;16000;952.8573414
100;400;1.67;300;4.11;200;12.32;0.25;9600;117.166855
400;114;4.65;200;12.32;300;14.05;0;10400;263.5877399
257;900;16.2;225;16.2;900;16.2;-0.5;10800;3326.263993
500;167;2.4;500;25.26;375;10.66;0.75;18000;1112.435364
800;800;5.43;600;17.05;600;43.58;0;32000;2944.764943
75;300;2.04;300;17.37;300;10.74;-0.25;9000;725.8203066
400;400;7.2;300;10.74;200;7.2;-0.5;4800;1748.488449
400;200;3.43;400;5.47;400;4;-0.25;4800;1884.34746
667;1000;5.62;500;28.95;250;5.62;1;30000;812.2474644
1000;250;5.62;750;43.42;1000;28.42;0.25;14000;25524.35675
1000;667;4.19;750;29.61;250;6.18;0;38000;3062.681032
400;100;7.2;100;7.2;200;7.2;0;6400;52.37265185
700;467;4.75;525;24.59;350;20.26;-0.5;12600;6700.764442
900;450;36;900;36;450;36;0.5;27000;8868.593622
900;900;5.06;675;51.51;900;15.63;0;32400;8018.233435
200;400;1.92;400;8.42;100;5.05;-0.75;6400;162.8717145
500;250;20;250;20;250;20;0.25;18000;416.4683637
133;400;16;200;16;100;16;0.25;6400;382.2047643
300;200;1.11;225;4.74;75;2.68;-0.5;8400;35.98105011
300;900;16.2;225;16.2;900;16.2;-0.25;36000;835.8868031
225;900;16.2;675;44.05;900;42.16;-0.5;34200;11776.30456
533;800;32;800;58.11;200;32;-1;16000;13026.91673
900;450;4.32;225;14.68;450;21.08;0.5;28800;220.7457244
100;400;16;200;16;400;21.68;0.75;16000;409.0876766
500;200;2.09;500;17.89;500;10.53;-0.5;7000;8542.888875
500;125;5.81;375;7.89;500;14.21;1;10000;475.3662217
267;800;2.97;600;14.84;600;43.58;-0.5;16000;7342.884823
200;400;2.25;300;3;300;18.47;0;12000;264.3487548
467;700;3.94;525;12.99;175;3.94;0.75;28000;293.1816178
500;500;2.09;250;18.16;125;4.01;0.75;4000;1673.600751
700;350;2.6;525;22.66;525;12.99;-0.25;23800;1955.33975
400;200;16;300;16;300;21.79;-1;12800;1171.767189
1000;250;6.79;500;30.79;250;6.79;1;12000;2955.526251
600;171;2.51;150;9.79;450;14.45;0.25;21600;115.6193315
600;171;5.14;450;29.37;150;9.24;-0.75;13200;3081.863101
250;500;2.81;125;2.81;250;17.24;0.75;16000;67.39436617
700;700;3.36;700;53.42;175;7.55;0.75;11200;21812.65689
400;114;7.2;100;7.63;300;11.84;-0.75;800;2446.487071
800;800;3.35;200;7.89;200;8.63;1;8000;147.6765669
800;533;14.4;800;14.4;200;14.4;-0.5;6400;7626.838556
225;900;6.11;225;10.54;450;31.03;-0.5;32400;844.9097028
175;700;4.75;525;34.26;350;16.39;-0.5;16800;4057.428607
1000;250;3.33;250;3.33;500;28.95;1;16000;489.0829173
300;100;2.57;300;8.53;75;2.57;-1;8400;117.553956
280;700;3.94;700;40.53;525;22.66;0.25;14000;11413.96545
350;700;3.94;525;38.13;350;22.84;0.75;12600;4945.698481
300;120;1.26;225;4.74;150;11.45;0.5;7200;83.58837884
400;400;7.2;100;7.63;200;11.58;-0.75;11200;70.08468315
500;143;3.4;500;38.16;375;12.04;-0.5;19000;5159.057209
1000;500;11.61;500;23.42;750;57.24;-0.5;10000;24062.7351
200;700;2.6;350;12.53;700;40.53;0.75;18200;2606.669266
500;167;1.67;375;23.09;500;14.21;1;17000;616.4500737
1000;400;6.79;750;24.08;250;6.79;-0.75;18000;2829.455729
286;1000;4.19;500;36.32;1000;50.53;-1;18000;29199.47043
300;150;2.04;75;4.34;75;4.89;-0.5;10200;4.917618317
333;1000;5.62;750;48.95;750;15.79;0.5;40000;4434.947527
600;600;3.38;600;12.63;450;9.47;0.75;12000;2230.623463
600;150;6.97;300;9.63;300;16.26;0.75;20400;144.803044
267;800;6.86;200;6.86;800;31.58;0.75;16000;1689.563796
200;400;2.72;200;3.47;100;7.63;-0.75;8000;52.44762637
400;400;7.2;200;10.11;400;7.2;0.75;16000;65.74475552
257;900;16.2;675;49.03;450;17.76;-0.5;9000;31583.38513
400;133;2.25;200;5.68;200;4.95;-0.5;9600;87.42071431
360;900;4.32;675;51.51;225;8.05;-1;21600;4720.859987
400;600;2;150;4.82;300;4.11;-0.25;18000;15.58896925
700;175;2.6;700;53.42;175;6.26;0.75;9800;18539.87782
800;229;32;200;32;200;32;-0.5;32000;683.8067819
300;100;3.48;300;15.16;300;18.47;-0.75;6600;1977.076216
300;86;2.57;75;2.57;150;11.45;0;7800;28.71253693
467;700;2.6;175;4.33;175;2.6;0;9800;44.07584422
700;467;8.13;700;30.21;700;9.58;-0.25;5600;72038.38873
700;280;2.6;700;19.89;525;40.07;0.75;12600;6112.351158
125;500;1.67;500;17.89;500;19.74;0.75;19000;851.9774501
1000;400;3.71;250;6.18;500;8.68;-0.25;24000;98.59957267
300;150;2.04;300;8.53;225;8.05;-0.75;4200;1177.921081
200;500;3.4;500;14.21;125;3.4;0;18000;513.6290939
400;267;1.48;400;17.26;200;7.16;0;16000;689.2133094
171;600;3.38;150;3.38;300;15.16;0.25;18000;92.02852776
900;360;4.32;225;15.51;675;26.64;0.75;9000;1188.870161
900;900;3.34;225;8.05;675;6.75;0.5;21600;68.26772768
267;400;3.43;300;19.58;400;24.63;0.25;4800;3219.676403
200;700;6;175;6;175;6.91;0.75;28000;11.12426081
700;467;2.6;175;12.71;525;22.66;-0.75;7000;1270.884607
240;600;6.97;600;32.53;600;30.32;0.75;12000;6439.416762
171;600;3.38;450;16.11;450;22.74;-0.5;12000;2534.997504
200;800;14.4;200;14.4;200;14.4;0.25;30400;83.75390773
600;600;24;450;26.05;450;36;0.75;16800;2323.791488
500;500;9;375;9;125;10;-0.5;12000;437.3871519
133;400;4.65;100;4.65;100;6.16;0.5;12000;6.248246407
700;175;2.33;350;8.66;175;13.36;-0.75;19600;271.6537992
167;500;2.4;500;6.84;500;30.79;0.75;14000;1250.58484
800;800;14.4;600;32.53;800;28.63;0.25;6400;41235.0752
700;233;28;175;28;700;53.42;-1;8400;11954.94659
667;1000;18;500;40;1000;21.05;-0.75;26000;7040.938725
700;700;8.13;350;26.71;700;45.68;0.75;28000;2266.771139
500;250;4.29;250;4.29;125;8.62;1;7000;95.81332883
200;300;5.4;75;5.4;75;5.4;-1;3000;44.68060538
500;500;4.29;375;5.13;500;14.21;-0.5;17000;433.7418688
500;167;3.4;375;17.57;125;3.4;0;19000;466.0108287
300;100;1.69;75;5.45;225;9.71;0;10800;29.92016332
700;175;3.36;525;16.86;175;10.13;-0.25;7000;9129.427158
600;400;6.97;450;6.97;150;6.97;-0.75;15600;178.6145244
143;500;1.67;250;5.26;500;23.42;0.5;12000;721.0491065
280;700;2.6;350;13.82;700;43.11;0;22400;3965.253969
800;533;2.97;200;10.84;200;13.79;0.5;25600;50.23076038
700;700;3.94;700;9.58;700;40.53;0.25;15400;5249.944161
300;300;1.44;150;5.37;75;4.07;1;1200;599.5980349
900;900;3;900;18.95;450;31.03;0;10800;32448.54685
300;300;2.04;150;5.92;300;10.74;0.25;1200;1313.602981
533;800;14.4;400;14.4;600;14.4;0.75;25600;417.1394561
800;267;14.4;800;64;800;43.37;1;19200;17628.01776
400;400;7.2;200;7.2;100;7.2;-0.25;12800;78.91587404
900;450;3.77;675;16.7;450;14.45;-0.25;36000;1498.100237
400;133;1.67;300;19.58;100;6.89;0.25;4800;1926.132966
500;500;9;125;9;250;9;0.25;13000;57.50213886
900;257;5.06;450;34.34;675;34.11;-0.25;30600;3251.3111
400;133;1.33;400;32;400;23.16;-1;8800;5825.060533
400;600;5.14;150;5.14;450;19.42;-0.75;16800;381.2772227
200;400;1.92;300;6.32;400;4;-1;5600;907.7020415
600;400;3.38;600;34.74;600;41.37;-0.75;16800;14187.18301
333;500;2.81;125;7.24;375;30;0.75;20000;377.1644342
600;600;2.51;300;22.89;150;11.45;0.75;8400;1179.201729
