hw1;hw2;tw;bf1;tf1;bf2;tf2;psi;L;y
800;800;3.35;200;3.35;600;17.05;-0.25;32000;175.8774187
600;600;4.08;450;16.11;150;4.26;-0.5;8400;1087.307124
400;200;1.48;100;4.68;300;18.47;-1;12800;199.9869212
700;700;3.94;175;7.55;700;37.95;0;16800;2144.848746
600;200;6.97;150;9.24;600;41.37;0.5;3600;4775.538181
300;86;3.48;75;5.45;225;10.54;1;11400;25.38607832
700;350;6;175;9.49;700;40.53;0;5600;4614.936658
800;533;14.4;600;21.47;200;14.4;0;9600;10230.36581
467;700;28;525;28;175;28;1;12600;3377.557694
200;500;20;125;20;375;20;-0.75;9000;1091.890336
700;350;6;175;6.26;525;34.26;-0.25;16800;1266.633093
700;200;2.6;175;10.78;700;30.21;0.25;22400;1070.778795
300;600;2.51;150;5.37;600;21.47;-0.25;16800;760.6345016
400;133;2.25;400;23.16;100;2.84;0.25;15200;842.7853239
333;1000;5.62;1000;57.89;250;17.24;1;30000;10966.66546
600;150;3.38;600;25.89;150;12;-0.25;9600;11558.73421
333;1000;18;1000;50.53;250;18;-0.75;20000;13101.34026
400;267;1.92;100;1.92;300;22.89;0.25;16000;216.0026232
500;143;5.81;125;7.24;500;6.84;-0.75;15000;61.5644471
400;200;7.2;100;7.2;300;7.42;-0.5;4800;115.9095899
600;600;2.88;450;6.16;150;9.24;-0.75;21600;131.1263525
200;500;2.81;125;9.54;375;3.75;1;20000;13.9027132
300;100;3.48;75;3.48;300;19.58;-0.25;6600;333.4953909
333;1000;40;750;40;250;40;-0.5;36000;6795.764915
300;75;2.04;225;8.05;75;4.62;1;8400;48.70082006
800;229;2.67;600;17.05;200;4.95;0.5;30400;583.705194
320;800;14.4;600;14.4;200;14.4;0.75;11200;2390.509126
225;900;4.32;900;18.95;225;8.88;-0.25;23400;2115.462694
75;300;12;300;12;75;12;0.75;6600;299.9592031
225;900;3.34;225;14.68;900;18.95;0;10800;2173.689688
280;700;2.93;525;5.25;175;10.13;0.5;26600;119.4727722
900;900;7.71;225;9.71;675;29.13;0.25;9000;1390.406516
600;171;24;150;24;600;48;0.5;9600;4820.996047
300;600;2.23;150;3.16;450;6.16;-0.75;16800;34.51949351
333;500;2.4;375;30;125;5.86;-0.75;8000;1570.831915
160;400;1.33;300;19.58;100;2.47;0.5;4000;1841.779851
200;400;2.72;100;2.72;400;29.05;0.5;10400;856.6369467
800;267;2.97;200;9.37;800;22.74;0;14400;824.2590162
800;800;4.5;800;8;200;4.5;-0.5;17600;689.6949223
400;400;16;100;16;400;20.21;-0.5;13600;518.9573387
900;257;3.34;225;5.57;675;26.64;0;30600;604.5583706
400;200;4.65;100;4.65;300;21.79;-0.5;4000;529.6642548
700;350;6;525;16.86;175;9.49;0.5;22400;699.0285503
1000;1000;6.79;750;35.13;250;6.79;1;26000;4067.029556
200;700;28;175;28;525;42;0.75;9800;3098.928619
700;233;8.13;700;17.32;175;10.78;0.5;23800;1177.740551
700;280;2.93;525;40.07;175;12.07;-0.75;15400;5600.604702
900;900;4.32;225;16.34;675;9.24;-0.25;9000;995.3524388
500;333;20;125;20;375;20;0;14000;508.9869719
533;800;14.4;200;14.4;600;14.4;0.5;4800;1198.142037
500;143;5.81;375;14.8;125;10;-1;9000;546.7052717
400;800;2.97;200;4.21;600;39.16;0.25;16000;2181.475833
300;600;2;600;19.26;150;2;0;18000;1537.253781
450;900;4.32;225;13.86;675;39.08;-0.5;12600;4040.717313
400;1000;18;250;18;750;54.47;1;2000;21787.76883
500;500;5.81;375;7.89;125;7.7;-1;8000;165.7976434
500;143;1.67;375;9.28;125;9.08;0.75;16000;139.6447793
700;233;8.13;175;8.13;525;9.12;0.75;28000;53.46183643
700;233;2.33;700;9.58;175;12.07;-1;7000;1227.053883
160;400;16;400;27.58;100;16;-0.5;2400;7651.103063
300;200;1.69;75;4.89;300;15.16;-0.5;4200;215.5706693
300;300;12;75;12;225;15.51;-0.75;8400;195.7209412
200;500;2.81;500;10.53;125;9.54;-1;1000;4860.654731
400;600;6.97;150;6.97;600;19.26;0.5;10800;453.5155054
167;500;2.81;125;5.39;375;14.8;0.25;20000;121.4269622
1000;1000;18;750;26.84;250;18;1;30000;2494.494605
500;200;1.86;125;8.62;375;23.09;0.75;5000;477.3396296
900;600;6.11;225;13.03;900;12.32;-1;3600;7825.734635
500;500;2.81;125;7.24;375;6.51;1;18000;15.49641703
1000;1000;18;1000;54.21;250;18;0.5;16000;45954.62889
360;900;36;225;36;675;36;-0.5;10800;7780.654929
350;700;12.6;525;34.26;175;12.6;-0.75;2800;11796.54406
700;175;8.13;175;8.2;525;9.12;1;14000;89.60601811
900;360;36;225;36;900;36;-0.75;14400;7054.376316
200;500;20;125;20;375;20;-1;12000;961.5819441
500;143;4.29;125;4.29;375;17.57;-0.75;3000;678.9977568
240;600;24;600;41.37;150;24;-1;16800;4140.74757
143;500;20;125;20;500;36.32;-0.25;9000;4492.97178
800;320;32;600;43.58;200;32;-0.5;32000;6249.103887
400;400;2.72;100;2.72;300;5.21;0.5;14400;7.181041901
900;360;3.34;225;8.05;675;11.72;0.75;25200;97.75530606
133;400;3.43;400;17.26;100;3.43;-1;15200;262.2535121
167;500;1.67;125;9.54;500;32.63;0.25;11000;1821.090701
1000;667;40;750;46.18;250;40;0.75;24000;8710.205565
1000;250;3.33;250;19.08;750;26.84;0.5;10000;1767.70553
900;450;3.34;225;10.54;900;58.74;-0.5;34200;6874.824568
700;700;2.93;525;12.99;175;2.93;-0.5;11200;696.4174953
300;300;1.69;75;4.07;225;3.91;0.5;1200;94.05317979
900;360;6.11;900;9;225;6.11;0.25;36000;768.1530865
400;400;3.43;300;10.74;100;3.58;1;10400;187.4710315
700;467;6;525;42;175;10.13;0.25;5600;29980.84409
500;500;1.86;125;1.86;375;27.24;0.75;8000;461.2555976
400;400;16;100;16;300;21.79;1;4000;442.1163537
280;700;2.93;175;2.93;525;42;0.75;19600;1451.545013
800;320;4.5;200;7.89;800;34.53;-0.5;20800;2064.996616
900;900;4.32;675;44.05;225;8.88;0.25;28800;5456.711603
700;280;3.36;700;50.84;175;7.55;0.25;15400;14493.06701
267;400;7.2;400;7.2;100;7.2;-0.75;2400;753.6505478
400;800;2.97;600;48;200;13.79;0;8000;27923.12681
500;500;2.81;125;5.39;375;23.09;-0.75;19000;345.2755805
600;600;4.08;450;7.82;150;6.47;0.25;14400;518.0722999
280;700;2.33;175;10.78;525;11.05;-0.75;28000;151.4315706
360;900;3;900;48.79;225;3.91;0.75;23400;9684.502413
1000;500;18;250;18;1000;68.95;0;2000;67601.42591
114;400;7.2;100;7.26;400;9.89;-0.25;2400;740.4312996
1000;250;4.19;750;37.89;250;7.11;0.5;26000;4656.611
800;800;4.5;600;28.11;200;16;0.25;6400;29016.25531
500;500;9;125;9;500;17.89;-0.75;19000;329.5827072
900;900;7.71;675;54;225;8.88;-0.75;25200;7110.12564
125;500;9;500;28.95;125;9;0.5;10000;2572.658178
400;600;2.23;150;9.24;600;25.89;0.75;16800;607.2192057
800;200;4.5;200;13.79;800;40.42;-0.5;27200;2770.984839
500;143;4.29;125;9.08;500;34.47;0;16000;1356.195797
133;400;1.92;300;3;100;1.92;-0.25;12000;28.52232712
700;700;3.94;175;9.49;700;14.74;0.25;15400;228.8927167
600;600;2;150;7.58;600;34.74;-0.5;19200;1564.466088
800;800;9.29;200;9.29;800;55.16;0.5;1600;20760.59096
360;900;5.06;900;18.95;225;5.57;0.5;32400;1541.832605
200;300;1.44;300;11.84;75;5.17;-0.5;10200;221.7538202
171;600;3.38;600;39.16;150;3.38;0.5;18000;3404.026349
900;450;3.77;900;42.16;225;3.91;0.25;23400;12052.22758
1000;1000;4.19;750;29.61;250;10.79;1;24000;3924.473692
225;900;10.45;675;49.03;225;18;0.25;23400;6282.554852
700;700;2.33;175;3.68;525;36.2;-0.5;14000;1498.972865
900;600;7.71;225;7.71;900;52.11;-1;34200;5848.630655
400;400;1.33;300;9.63;100;5.05;0.75;2400;3158.550047
600;400;2.88;150;4.82;450;22.74;0;21600;312.9590701
175;700;3.36;175;12.71;700;32.79;0.5;9800;2558.091358
150;300;1.11;75;2.41;225;5.57;0.75;9600;6.6346662
100;400;1.67;100;5.05;300;14.05;0.25;13600;106.9497588
600;400;6.97;150;7.03;450;17.76;-1;4800;908.3135916
200;700;12.6;175;12.6;525;12.6;0.5;15400;250.0329869
500;500;1.67;375;17.57;125;3.55;0.25;5000;4416.50675
250;500;20;125;20;375;20;1;9000;436.4267347
500;500;2.4;375;7.89;125;2.4;-0.25;5000;1193.033727
280;700;8.13;700;14.74;175;13.36;1;21000;890.6129798
700;233;12.6;175;12.6;525;34.26;0.25;23800;982.4750503
400;400;16;300;16;100;16;-0.25;16000;490.827098
333;1000;4.19;250;17.24;750;13.03;1;14000;383.876769
700;200;2.6;175;12.07;700;12.16;0.5;23800;136.3488021
467;700;3.94;175;14;700;22.47;1;14000;508.0873057
300;120;3.48;75;5.45;300;4.11;-0.75;10800;13.26268919
300;600;3.38;150;3.71;450;17.76;-0.75;20400;319.416387
1000;1000;6.79;1000;28.42;250;15.39;0;28000;10952.4313
280;700;3.36;525;22.66;175;6.26;-1;28000;482.4570262
267;400;2.25;300;24;100;7.26;0;15200;563.2687505
200;700;28;525;30.39;175;28;-0.25;9800;7064.438934
600;300;24;150;24;450;32.68;-0.5;13200;1821.89281
300;300;2.57;75;4.07;300;7.42;-0.25;6000;34.02741993
600;600;5.14;150;5.14;600;30.32;1;7200;993.5503138
667;1000;8.57;250;8.57;750;35.13;-0.5;6000;5386.193548
600;600;3.38;600;32.53;150;10.34;-0.5;22800;3424.481657
700;700;2.6;175;9.49;525;14.92;0.25;15400;168.8482784
667;1000;6.79;250;9.87;1000;54.21;-0.5;28000;8992.631227
200;500;1.67;375;7.89;125;4.93;0.75;6000;635.3444687
600;171;24;150;24;450;24;0.25;13200;930.9388505
600;900;10.45;900;68.68;225;10.45;-0.75;9000;30592.43492
700;280;28;175;28;525;28;-0.5;23800;1472.766238
333;500;2.81;375;12.04;125;10;1;7000;900.3808173
700;280;12.6;175;12.6;525;34.26;1;4200;2165.890601
400;267;1.33;100;6.53;300;6.32;-0.25;6400;44.32787322
900;257;10.45;900;68.68;225;14.68;0.75;14400;33132.38385
600;240;2;600;12.63;150;5.92;-1;3600;1330.406872
800;400;32;200;32;800;32;0;3200;13238.13089
125;500;2.09;375;21.71;125;3.55;0.75;11000;710.6954771
800;229;2.67;200;13.05;600;19.26;0.25;11200;564.2767107
450;900;3;225;3.08;675;9.24;0.25;19800;76.44359575
360;900;16.2;225;16.2;900;16.2;-1;18000;1775.31508
300;100;1.69;75;2.96;300;20.68;-0.5;7200;369.2487064
500;333;20;375;20.33;125;20;0.75;13000;845.2682053
900;360;3;675;11.72;225;14.68;-0.5;23400;1373.904313
900;300;6.11;675;36.59;225;13.86;-1;25200;3605.021163
1000;500;3.71;250;15.39;750;21.32;1;22000;410.8128567
250;500;1.67;125;3.09;500;19.74;-0.25;18000;490.1890831
400;100;4.65;100;4.65;400;11.37;-1;13600;100.0023892
1000;250;4.8;250;20;750;15.79;-1;28000;598.0476541
400;160;1.92;100;4.32;300;5.21;-0.5;1600;309.4133424
400;600;3.38;600;23.68;150;12;1;6000;10656.68927
1000;250;5.62;750;29.61;250;14.47;-1;28000;2922.490677
1000;400;5.62;750;21.32;250;6.18;-0.5;26000;2965.78567
1000;250;5.62;750;40.66;250;19.08;0.25;26000;6703.693199
200;700;28;700;28;175;28;-0.25;26600;3065.389657
500;333;1.67;500;27.11;125;9.54;-0.5;15000;2921.348372
700;700;12.6;175;12.6;525;12.99;-0.75;15400;378.7914133
350;700;28;175;28;525;32.33;-0.75;2800;12390.59968
500;125;1.67;125;7.24;375;13.42;0;8000;153.3140549
500;1000;11.61;250;11.61;750;32.37;1;8000;1873.137129
600;150;6.97;450;19.42;150;11.45;0.5;19200;614.1329116
600;900;16.2;225;16.2;675;16.2;0.5;5400;1706.1165
700;700;3.36;175;10.13;700;14.74;1;25200;121.2602436
667;1000;40;250;40;750;40.66;0.5;34000;2931.704914
700;200;6;700;43.11;175;8.2;1;22400;3665.984211
800;800;32;200;32;600;32;0;28800;1777.2251
400;114;1.67;300;4.11;100;1.74;-0.25;7200;214.7295584
500;333;20;375;20;125;20;-1;4000;2032.988396
200;300;5.4;75;5.4;225;11.37;0;3000;113.2088377
533;800;2.67;800;22.74;200;10.11;0;16000;7809.765122
500;143;9;125;9.54;375;20.33;-0.5;14000;343.0656963
1000;667;4.8;1000;10;250;12.63;-1;8000;2371.489329
225;900;3;675;51.51;225;12.2;-1;23400;4511.401677
500;500;4.29;375;20.33;125;4.29;1;3000;8571.916847
333;500;20;125;20;375;20;1;6000;546.960066
86;300;1.26;225;15.51;75;4.34;0;8400;223.6924991
1000;286;5.62;750;24.08;250;14.47;0;34000;2648.793644
700;467;12.6;175;12.6;700;19.89;-0.5;8400;1189.163016
700;175;28;175;28;700;43.11;-0.25;19600;4154.969305
600;150;24;150;24;600;24;-0.5;1200;18101.33675
700;175;2.33;700;45.68;175;7.55;0.5;19600;6821.195363
400;600;5.14;150;8.68;600;6;0;1200;3622.591883
400;133;7.2;100;7.2;400;7.2;-0.75;10400;69.57718695
600;600;24;450;24;150;24;-0.75;14400;2159.591125
700;350;2.6;525;16.86;175;10.78;-0.25;16800;2041.787114
800;800;32;800;37.47;200;32;-0.75;19200;8401.684011
100;300;5.4;75;5.4;225;14.68;0.25;6600;129.5675072
400;1000;11.61;750;32.37;250;20;0.25;20000;6282.879728
900;360;6.11;675;51.51;225;12.2;1;16200;8602.563108
280;700;2.6;525;38.13;175;8.84;-0.25;26600;2609.228601
500;333;20;500;23.42;125;20;1;20000;878.9178204
800;229;3.84;600;12.63;200;13.79;0.5;22400;701.556693
500;1000;6.79;250;10.79;1000;68.95;0.75;28000;9407.781293
250;500;2.09;375;28.62;125;10;0.25;4000;8448.260835
171;600;3.38;450;11.13;150;3.38;-1;19200;97.68287339
700;467;3.36;525;30.39;175;13.36;-0.25;14000;6052.927776
100;300;1.11;75;2.13;300;8.53;-0.25;11400;59.83826638
75;300;2.04;75;4.07;225;2.25;-0.5;7200;9.191972267
175;700;6;175;12.07;700;25.05;-0.5;18200;2372.09527
600;240;2;150;6.47;450;14.45;-0.5;10800;206.8587866
700;200;12.6;525;38.13;175;13.36;0.75;25200;1647.023723
450;900;4.32;225;17.17;900;72;-0.5;36000;14798.20958
900;257;3.77;225;8.05;675;6.75;1;32400;38.19379672
500;200;3.4;375;30;125;8.62;0.25;6000;5039.963915
150;600;3.38;150;10.34;600;10.42;0.5;14400;162.7145263
500;500;1.67;500;34.47;125;3.55;0.25;14000;3847.327269
533;800;3.35;200;9.37;800;49.26;0.25;25600;4198.476524
133;400;1.48;100;6.89;300;17.37;-0.5;16000;221.6404573
300;86;1.11;300;21.79;75;2.13;0.75;5400;973.7286426
533;800;14.4;200;15.26;600;14.4;1;19200;236.0780635
114;400;2.72;300;24;100;2.72;-0.5;8000;1057.638474
267;800;6.86;200;6.86;800;40.42;0;24000;4279.165995
114;400;4.65;100;8;300;14.05;-0.25;8000;230.7485604
500;250;5.81;125;5.81;500;5.81;-1;6000;157.4512728
1000;1000;6.79;250;17.24;750;29.61;0.75;34000;642.7212238
700;200;2.33;525;9.12;175;6.26;-0.5;22400;480.8655143
700;280;12.6;700;14.74;175;12.6;0.75;12600;2539.919098
450;900;5.06;675;11.72;225;13.03;0;23400;1180.282918
300;150;12;75;12;300;12;-1;10800;170.532918
900;900;10.45;225;15.51;675;26.64;-0.5;25200;923.9821082
600;400;2.23;150;3.16;450;11.13;0.5;14400;56.84638797
400;267;1.67;400;14.32;100;3.21;-0.25;14400;674.0844332
900;900;10.45;900;25.58;225;12.2;-1;9000;3118.132394
600;900;16.2;225;16.2;675;44.05;-0.25;9000;5709.555908
900;900;5.06;675;21.67;225;5.06;0.75;9000;12312.95066
300;86;2.04;75;2.68;300;11.84;-1;6600;104.4178587
450;900;10.45;900;15.63;225;11.37;-0.5;36000;1235.308608
200;300;1.69;225;3.08;75;2.68;-1;4800;15.54913617
1000;1000;5.62;750;46.18;250;12.63;-1;34000;3494.148904
500;143;1.67;125;7.24;375;9.28;-1;5000;239.4311405
1000;1000;6.79;250;8.03;750;60;-0.5;24000;6186.17665
800;200;14.4;800;46.32;200;14.4;0.5;14400;14777.98911
800;800;4.5;200;10.84;600;17.05;-0.75;27200;283.4219447
400;160;1.33;400;27.58;100;6.16;-0.25;16000;1657.12154
1000;667;11.61;250;18.16;750;11.61;0.75;38000;183.3404371
700;280;3.94;175;3.94;525;24.59;-0.5;28000;456.26897
200;400;3.43;400;17.26;100;3.43;-0.75;12800;401.1752568
400;800;4.5;600;8.21;200;6.42;-1;4800;1281.853114
450;900;7.71;900;28.89;225;13.86;-0.5;36000;3494.246523
160;400;7.2;300;7.2;100;7.2;1;3200;746.8839709
800;320;2.67;200;12.32;800;37.47;0.75;12800;2275.008104
900;225;6.11;225;6.39;675;16.7;-0.25;28800;247.649316
233;700;12.6;525;30.39;175;12.6;-1;8400;2089.645539
800;320;14.4;600;28.11;200;15.26;-1;4800;6115.58131
250;500;5.81;125;5.81;500;27.11;-0.5;7000;2017.704218
700;700;4.75;175;10.78;525;14.92;0;5600;665.7223985
600;400;6.97;600;43.58;150;8.13;0.5;8400;15921.65456
286;1000;4.8;1000;28.42;250;4.8;1;32000;2777.092544
400;267;1.92;300;14.05;100;1.92;-0.25;11200;464.658314
500;1000;40;250;40;1000;65.26;0;6000;40212.79341
167;500;1.67;125;8.62;500;14.21;-0.5;9000;535.0978384
167;500;1.67;375;24.47;125;9.08;0.75;18000;494.2936735
200;300;1.26;225;14.68;75;4.89;0;1800;3183.482159
900;900;3.77;225;10.54;900;12.32;0.25;14400;316.7911819
1000;1000;3.33;250;15.39;750;35.13;0.5;38000;945.8731757
800;320;9.29;800;22.74;200;9.29;-0.5;24000;4945.063351
333;1000;11.61;1000;28.42;250;11.71;-0.25;6000;36507.82234
900;225;36;900;68.68;225;36;-0.75;19800;58277.72256
900;900;4.32;225;8.88;675;34.11;0.75;36000;709.6744689
300;75;1.11;75;4.89;300;18.47;-0.5;9600;239.5464225
300;300;1.11;75;4.89;300;12.95;0.5;2400;131.9715625
800;200;9.29;200;10.84;800;64;-0.75;30400;8937.941554
500;200;5.81;125;5.81;375;5.81;-0.25;12000;40.6336995
229;800;9.29;200;9.29;600;17.05;0;28800;356.5138193
400;1000;40;1000;68.95;250;40;0.5;28000;22069.89534
500;143;1.67;125;9.08;375;20.33;0.75;16000;188.8901204
300;100;1;225;8.05;75;3.51;1;10200;38.92509812
1000;667;4.8;1000;13.68;250;9.87;-0.25;18000;8152.378836
400;600;2.51;450;4.5;150;9.24;-1;4800;570.6877643
800;400;14.4;200;14.4;800;40.42;-0.5;3200;12799.26752
300;900;5.06;675;34.11;225;8.88;-0.75;30600;2305.387477
800;267;4.5;200;16;800;61.05;-1;25600;8577.560108
400;100;2.25;100;6.16;300;3;0.5;8000;14.69579127
400;600;10.8;150;10.8;450;16.11;0.5;15600;205.5833522
133;400;1.92;100;4.68;300;21.79;0.75;8800;256.7972754
200;400;16;100;16;400;30.53;-0.25;14400;1241.567316
600;400;2.51;150;10.89;600;32.53;-0.25;9600;1763.32399
300;150;2.04;225;11.37;75;2.04;-1;8400;90.25661319
300;600;10.8;150;12;600;10.8;0.25;15600;210.1617912
200;600;2.23;450;19.42;150;9.79;0;22800;574.3211782
240;600;2;150;10.89;450;16.11;0;4800;621.5243865
300;900;3;225;11.37;675;9.24;0;27000;141.2097804
900;600;16.2;675;51.51;225;16.2;-0.5;3600;59192.77345
600;900;10.45;225;18;675;36.59;-1;18000;3099.227388
500;500;9;125;9;375;28.62;0.75;16000;387.3689524
1000;500;4.8;250;19.08;1000;46.84;1;14000;4332.653943
600;300;6.97;450;17.76;150;6.97;0.75;20400;450.2104245
800;800;3.35;800;13.89;200;10.84;0.25;16000;5259.335248
133;400;4.65;300;11.84;100;4.65;-0.25;12800;196.1285427
300;120;2.04;225;13.03;75;2.04;-0.25;9600;222.0922749
800;800;3.35;600;30.32;200;10.11;0;17600;5781.006633
500;125;5.81;375;10.66;125;9.54;0.25;8000;775.9495658
360;900;7.71;900;48.79;225;14.68;0.5;12600;27571.19974
500;333;1.86;125;6.78;375;12.04;0.5;3000;249.0549996
125;500;20;125;20;375;27.24;-0.75;8000;2227.285538
1000;667;5.62;750;40.66;250;19.08;0;18000;16497.87799
225;900;5.06;675;49.03;225;5.06;-1;9000;5924.481209
300;300;1.44;225;13.86;75;2.41;1;6600;213.4576623
1000;1000;4.19;1000;65.26;250;4.19;0;12000;123441.4375
133;400;2.72;100;2.84;400;14.32;-0.25;5600;459.7564084
400;800;9.29;200;11.58;800;28.63;-0.75;4800;6791.751529
257;900;3.77;900;62.05;225;18;0.5;21600;17536.57003
233;700;2.93;175;12.71;525;30.39;-0.75;11200;2491.49952
120;300;3.48;225;8.88;75;4.89;0.5;9600;64.28602361
280;700;4.75;175;10.13;525;14.92;0.75;2800;1065.849975
700;700;2.33;700;37.95;175;12.07;0.75;21000;5089.954266
600;200;2;150;8.68;600;21.47;0.5;3600;1131.183671
800;800;6.86;800;10.95;200;9.37;0.5;16000;3438.915324
533;800;3.84;200;6.42;800;10.95;0.5;14400;154.4928928
200;400;3.43;100;7.26;400;5.47;-0.5;4000;130.2769025
1000;500;40;1000;57.89;250;40;0.5;12000;69753.47297
500;167;20;375;27.24;125;20;-0.75;2000;9902.456696
800;800;32;200;32;600;32;0.5;8000;3231.154628
700;175;6;525;34.26;175;12.07;0;21000;3076.734929
600;150;2.88;450;22.74;150;8.13;-0.75;13200;1890.589395
900;360;36;225;36;675;36;-1;1800;74004.7419
400;800;4.5;200;4.95;800;19.79;1;9600;500.0817233
500;167;20;375;24.47;125;20;0.5;9000;1819.81187
600;200;6.97;600;19.26;150;9.79;-0.5;7200;6779.895289
133;400;4.65;300;5.21;100;7.26;-0.25;12000;77.39658303
700;200;8.13;175;8.13;525;24.59;1;25200;327.0629771
267;800;9.29;600;36.95;200;9.37;1;12800;4874.133948
800;200;2.67;200;8.63;600;43.58;-0.5;28800;2060.640999
700;467;3.94;700;40.53;175;8.2;-1;28000;3459.215309
86;300;2.04;75;2.04;225;6.39;0.75;10800;9.901909961
250;500;2.4;125;6.78;375;10.66;0.75;14000;49.93626283
400;1000;11.61;250;12.63;750;35.13;-0.25;10000;4630.329353
1000;1000;3.33;250;11.71;750;13.03;0.5;10000;562.5050794
1000;400;3.33;750;32.37;250;15.39;-1;12000;4419.614079
700;700;8.13;175;8.84;700;43.11;0.5;28000;1950.699594
120;300;12;75;12;300;12;-1;2400;765.7480136
86;300;1.11;225;14.68;75;5.45;0.75;12000;91.70984691
900;257;16.2;225;17.17;900;32.21;0.75;3600;7457.285993
400;400;1.67;100;3.58;400;24.63;0.5;12800;400.7012077
229;800;32;800;49.26;200;32;-0.75;9600;16779.01603
150;600;10.8;150;10.8;450;27.71;1;13200;570.1051417
125;500;1.86;125;9.54;500;17.89;0.75;19000;231.8815369
800;200;2.97;200;11.58;800;46.32;-0.75;27200;3951.39711
150;300;1.69;225;17.17;75;5.45;0.75;4800;456.4741031
300;86;2.57;75;5.17;225;15.51;0.5;12000;67.82483301
700;467;3.94;175;7.55;525;20.72;1;19600;218.897308
400;100;1.48;100;1.48;400;14.32;-0.5;4800;218.2778114
600;200;6.97;600;25.89;150;8.13;0.75;10800;3504.115497
800;533;2.97;200;14.53;800;16.84;-0.25;28800;335.0939807
400;400;2.72;100;2.84;400;29.05;-0.75;12000;944.3456019
800;533;6.86;200;6.86;600;19.26;0;22400;306.5339435
1000;250;18;1000;57.89;250;18;0.25;36000;13966.52919
667;1000;4.8;1000;32.11;250;4.8;0.75;18000;13412.56985
600;900;16.2;675;16.2;225;16.2;0.25;32400;1153.760072
286;1000;18;1000;28.42;250;18;1;36000;2625.07837
133;400;1.33;400;23.16;100;4.68;0.75;12800;716.671453
229;800;32;600;32;200;32;0.75;16000;3892.22561
900;600;4.32;675;44.05;225;8.05;0.5;30600;4001.503079
225;900;16.2;675;31.62;225;16.2;-0.5;32400;2697.432856
600;400;2.51;150;7.58;600;36.95;1;20400;1103.889734
1000;667;5.62;250;7.11;750;32.37;-0.5;38000;1104.505697
500;125;1.86;125;6.32;500;5;1;15000;18.1766483
114;400;4.65;100;5.42;300;14.05;-0.25;8000;223.4980186
1000;250;18;1000;35.79;250;18;-0.5;36000;13322.97373
133;400;2.25;400;15.79;100;2.47;0.5;14400;339.7163619
500;500;3.4;125;9.08;500;36.32;-0.5;16000;1660.61201
600;600;3.38;150;11.45;450;36;-0.5;8400;1775.012575
900;900;3.34;675;24.16;225;15.51;0.75;9000;15308.76021
600;171;5.14;150;10.34;450;11.13;0.75;20400;68.10197259
400;200;4.65;400;5.47;100;5.05;-0.75;12000;92.65544777
500;333;3.4;125;10;500;28.95;-0.25;12000;1035.251504
700;467;28;700;35.37;175;28;0.5;9800;17294.91753
500;1000;4.8;250;8.95;750;7.5;0.75;30000;61.57108787
100;400;1.67;400;17.26;100;6.53;-0.25;16000;460.6517785
120;300;3.48;75;3.48;300;8.53;1;4200;40.7638983
800;400;32;800;52.21;200;32;0;25600;14224.27187
300;120;2.57;75;5.17;225;2.57;-0.75;2400;63.56361535
300;300;12;75;12;300;20.68;-1;10200;433.3327112
533;800;2.67;200;11.58;600;21.47;-0.5;25600;503.9792246
700;350;12.6;700;50.84;175;12.6;-0.25;22400;12707.31933
800;533;14.4;600;14.4;200;14.4;1;12800;2129.996419
267;400;2.25;400;21.68;100;2.84;-0.75;16000;599.9845675
86;300;1.44;75;2.96;300;14.05;0.75;9600;101.7901504
700;350;12.6;700;19.89;175;12.6;0.5;26600;1371.178656
200;600;2;450;9.47;150;10.34;1;16800;212.8026796
500;500;1.67;125;4.47;375;16.18;0;5000;240.1396566
257;900;4.32;225;15.51;675;24.16;-0.75;18000;1851.972701
500;250;2.09;125;9.08;500;16.05;-0.5;19000;211.1610942
225;900;36;225;36;675;49.03;-1;18000;11950.25367
900;900;7.71;675;36.59;225;18;-0.25;14400;16164.71356
1000;500;6.79;250;15.39;1000;28.42;0.5;10000;2191.080467
360;900;5.06;225;11.37;675;21.67;-1;14400;1446.576999
143;500;4.29;125;4.29;500;12.37;-1;14000;468.5257129
500;125;4.29;125;9.54;375;24.47;-0.5;14000;475.9354902
300;120;3.48;75;5.72;225;13.86;-1;4800;143.8709281
350;700;8.13;700;27.63;175;13.36;-0.25;22400;3659.447155
700;280;28;525;32.33;175;28;-0.25;12600;8906.551184
400;600;2;600;39.16;150;3.71;-0.25;21600;5038.5531
400;800;6.86;800;58.11;200;9.37;-0.75;17600;13598.8983
600;240;2.88;150;11.45;600;23.68;1;20400;419.0779412
600;240;4.08;150;9.79;600;34.74;0;12000;1859.878347
800;267;9.29;200;9.29;800;64;0.25;20800;8455.522983
467;700;28;700;28;175;28;1;18200;3702.847215
600;600;5.14;450;29.37;150;5.14;-0.5;18000;2040.794571
700;175;6;525;16.86;175;6;0;8400;4884.154121
667;1000;40;250;40;750;54.47;-1;6000;29764.66726
233;700;2.6;700;19.89;175;12.07;-0.75;4200;3880.590338
400;200;1.48;300;18.47;100;6.53;-0.25;12800;610.3982945
300;600;5.14;450;21.08;150;5.14;-0.25;14400;1462.154597
700;280;12.6;700;40.53;175;12.71;-0.25;7000;54212.58152
700;700;6;525;40.07;175;9.49;-0.75;4200;7897.988692
267;400;7.2;100;7.2;300;7.2;1;13600;23.5145121
150;300;1.11;75;3.79;225;11.37;0.25;7800;53.82056853
300;900;36;225;36;675;46.54;0.25;5400;13099.28728
500;125;1.67;125;2.63;375;12.04;0;16000;64.3098541
